author,published_at,updated_at,like_count,text
@r0izz627,2020-12-25T03:19:08Z,2020-12-25T03:19:08Z,0,that three character
@ryanfoo3268,2020-12-25T03:01:52Z,2020-12-25T03:01:52Z,0,I CANT SEE TOO FAST  o shindo life i got itachi i so populer
@user-pt5ru7zv3g,2020-12-24T21:13:45Z,2020-12-24T21:13:45Z,0,2
@kyxtx7579,2020-12-24T21:05:03Z,2020-12-24T21:05:43Z,0,Itachi foolish brother you lack of popularity 
@jonnyddeva653,2020-12-24T20:20:58Z,2020-12-24T20:20:58Z,0,I think If you used pain and Not nagato He would have more top points
@emircaninan749,2020-12-24T20:14:57Z,2020-12-24T20:14:57Z,0,This anime more like Sasuke Shippuden nobody cares about the loser
@berattonbul9325,2020-12-24T19:14:10Z,2020-12-24T19:14:10Z,0,ok sama ya
@kynguyen4598,2020-12-24T19:01:06Z,2020-12-24T19:01:06Z,0,
@saudsamy5705,2020-12-24T18:20:24Z,2020-12-24T18:20:24Z,0,Omg gaara in 20042007 
@zenitsuagatsumaz,2020-12-24T14:49:13Z,2020-12-24T14:49:13Z,0,Why tf is sakura on the top
@nicolashauck4877,2020-12-24T14:05:30Z,2020-12-24T14:05:30Z,0,Tenten
@mateuszszmaglinski644,2020-12-24T13:21:12Z,2020-12-24T13:21:12Z,0,This is a joke why sakura is so high jiraya gaara minato pain madara shikamaru why the fuck this is bull shit
@nitinbhattar,2020-12-24T11:49:59Z,2020-12-24T11:49:59Z,0,nAruTo aLWayS sEaRcheD fOr sUsGaY
@shaurya7692,2020-12-24T05:17:40Z,2020-12-24T05:17:40Z,1,Naruto and Sasuke were rivals in this thing also LOL
@brennanlandry9400,2020-12-24T04:06:28Z,2020-12-24T04:06:28Z,0,Kiba so slept on
@beeapug4397,2020-12-24T01:38:47Z,2020-12-24T01:38:47Z,1,TobiObito and Sasori was fighting down there
@funtimefreddy644,2020-12-23T23:51:53Z,2020-12-23T23:51:53Z,0,How is kakashi near the bottom of the list I thought everyone liked him
@frostfirez5024,2020-12-23T23:38:31Z,2020-12-23T23:38:31Z,0,tenten got more screen time here than in the anime
@4ezzyQT,2020-12-23T23:14:22Z,2020-12-23T23:14:22Z,1,still my favorite is nagato since then
@saitamasama3195,2020-12-23T23:06:51Z,2020-12-23T23:06:51Z,0,Minato 
@smiley234,2020-12-23T23:05:07Z,2020-12-23T23:05:07Z,0,Question  HOW TF IS SAKURA UP THAT HIGH 
@wellobviously,2020-12-23T20:53:43Z,2020-12-23T20:53:43Z,0,Even in popularity naruto and sasuke competing
@wikowiko9555,2020-12-23T19:59:24Z,2020-12-23T19:59:24Z,0,Gaara is my top fav character but i personally like nagato and yahiko 
@ayaki2692,2020-12-23T19:20:40Z,2020-12-23T19:20:40Z,1,Hinataaaaaaaaaaaaaaa the besst personage of Naruto
@JanP0309,2020-12-23T17:54:02Z,2020-12-23T17:54:02Z,2,Like si odian a sakura o ten ten
@insanity6925,2020-12-23T16:19:11Z,2020-12-23T16:19:27Z,0,014 ten ten got some screen time for like a second lol
@YoBoaDavo,2020-12-23T16:04:52Z,2020-12-23T16:04:52Z,0,Zabuza didnt make it 
@pparagg4,2020-12-23T14:07:44Z,2020-12-23T14:07:44Z,0,Where is gai
@Corned--Beefy,2020-12-23T13:26:33Z,2020-12-23T13:26:33Z,0,Tenten reaches topMe and the bois 
@nguyenminhthanh5132,2020-12-23T13:26:19Z,2020-12-23T13:26:19Z,1,iTaChI
@morinox9349,2020-12-23T12:39:27Z,2020-12-23T12:39:27Z,0,I thought i would not even see Sakura in this list but wtf she never left the top 5
@yukaribarraza1149,2020-12-23T10:40:59Z,2020-12-23T10:40:59Z,2,Im sorry to see gaara vajo a lot but I dont care hell always be my first choice Ill never let him love himBy the way I dont speak English I speak Spanish so I dont know if the text is okay thank you
@detelnoser2353,2020-12-23T09:54:09Z,2020-12-23T09:54:09Z,0,Tsunade and Sakura its for the hantai
@presidentorangutan8370,2020-12-23T08:31:41Z,2020-12-23T08:31:41Z,0,Madara be blowing random times
@f_y_t_c_h5061,2020-12-23T06:46:54Z,2020-12-23T06:46:54Z,0,Kakashi hatake best
@anne7812,2020-12-23T06:44:40Z,2020-12-23T06:44:40Z,3,I love Sakura
@joshhewitt4464,2020-12-23T04:06:51Z,2020-12-23T04:06:51Z,0,Can we take a moment to realize that for 5seconds ten ten is more than naruto
@harjindertakhar938,2020-12-23T03:48:35Z,2020-12-23T03:48:57Z,0,How did itachi beat naruto   
@harjindertakhar938,2020-12-23T03:47:10Z,2020-12-23T03:48:13Z,0,How did sakura get that high
@anbupiggy7836,2020-12-23T03:39:30Z,2020-12-23T03:39:30Z,1,Sasuke vs naruto happened in this video
@killertronmobile3140,2020-12-23T02:26:59Z,2020-12-23T02:26:59Z,0,Still bothered me that naruto isnt on top
@ZephyR7G,2020-12-23T00:18:47Z,2020-12-23T00:18:47Z,1,And then hinata get the best waifu in Naruto title
@fuzzyvoo2404,2020-12-23T00:10:43Z,2020-12-23T00:10:43Z,1,lets all give a moment of silence for the madaras death
@voyegerkane2301,2020-12-22T23:45:39Z,2020-12-22T23:45:39Z,0,Im convinced tsunade was only popular for the hentai
@meowcat1163,2020-12-22T23:36:05Z,2020-12-22T23:36:05Z,1,Why is Sakura on the topBecause of the memes
@senkusama3071,2020-12-22T20:49:17Z,2020-12-22T20:49:17Z,0,Its fake lmao
@yt_eganwarrior8572,2020-12-22T19:54:01Z,2020-12-22T19:54:01Z,0,Sakura should Be popular how useless she is
@focusgamez9762,2020-12-22T18:09:59Z,2020-12-22T18:09:59Z,0,Everyone gangster till neji dies
@blendidedinca7511,2020-12-22T17:38:23Z,2020-12-22T17:38:23Z,0,Itachi is overrated af
@gabrielbarre9800,2020-12-22T17:28:05Z,2020-12-22T17:28:05Z,1,Ten Ten was more famous than Itachi Naruto Sasuke and any other caracters
@user-oi5on3xw8j,2020-12-22T17:06:35Z,2020-12-22T17:06:35Z,1,Of course Itachi is number 1
@MadaraUchiha-wj8sl,2020-12-22T16:25:30Z,2020-12-22T16:26:35Z,10,People probably searched sakura on Google for finding her photo to make memes 3
@nayneselmerb3882,2020-12-22T12:44:39Z,2020-12-22T12:44:39Z,0,Om the one who search for Tsunade big tets
@ratatouillescheese7009,2020-12-22T12:42:04Z,2020-12-22T12:42:04Z,1,Obito just pops up out of nowhere lol
@682anishkumarsharma6,2020-12-22T11:38:45Z,2020-12-22T11:38:45Z,0,justice for zabuza
@dennysangercuil_0134,2020-12-22T11:28:52Z,2020-12-22T11:28:52Z,0,Itachi the best 
@emperor.no.1,2020-12-22T07:00:41Z,2020-12-22T07:00:41Z,1,Itachi always and forever
@sleyd6945,2020-12-22T06:09:42Z,2020-12-22T06:09:42Z,0,         
@_xkrandom_1384,2020-12-22T05:56:02Z,2020-12-22T05:56:02Z,0,GARAA
@_xkrandom_1384,2020-12-22T05:55:51Z,2020-12-22T05:55:51Z,0,KURAMA
@0subscriberswithnovideos114,2020-12-22T05:43:54Z,2020-12-22T05:43:54Z,0,explain how sasori one of the mfs to die in the beginning arc still be on the leaderboard
@ktsamv4575,2020-12-22T04:56:55Z,2020-12-22T04:56:55Z,0,Rock lee  underated
@chadiakil2592,2020-12-22T04:56:29Z,2020-12-22T04:56:29Z,0,BRUH THEY SAID PAIN WAS NAGATO IM DONE
@RAVIPrakash-oq5ed,2020-12-22T04:34:19Z,2020-12-22T04:36:43Z,0,2005 worst year cause people searched for tenten thenEdit No 2017 be the worst cause sakura was at top
@beelzebub469,2020-12-22T04:22:04Z,2020-12-22T04:22:04Z,10,Me predicting whos gonna be next   Its him wait ITS HER
@purpteaa3223,2020-12-22T04:18:49Z,2020-12-22T04:18:49Z,0,How is naruto not on top spot the whole time
@thesagerinnegan5898,2020-12-22T03:51:17Z,2020-12-22T03:51:17Z,4,Sasuke the king of Shippuden
@thatslmao1234,2020-12-22T03:33:49Z,2020-12-22T03:33:49Z,1,How the fuck is sakura high up on the list and how the fuck did tenten get up there 
@mat7650,2020-12-22T02:52:55Z,2020-12-22T02:52:55Z,0,TENTEN THE BEST 
@gamergremlin6931,2020-12-22T02:25:48Z,2020-12-22T02:25:48Z,0,Umm why do so many people like Sakura      
@instaac.fabiii3567,2020-12-22T01:26:43Z,2020-12-22T01:26:43Z,1,die liste ist dreck ich zeig gute list 1 Itachi2 Naruto3Hinata4Jiraya5Gaara6Kurama7MinatoLast place sakura
@nirvana8101,2020-12-22T01:25:18Z,2020-12-22T01:25:18Z,0,MY ITACHI 3
@juanalejandrogutierrez9951,2020-12-22T01:04:41Z,2020-12-22T01:06:23Z,0,How did Madara PainNagato or Sasori got into the list without even appering on the anime yet
@lawrencejapson3439,2020-12-22T00:14:22Z,2020-12-22T00:14:22Z,0,What app
@walterthe1883,2020-12-22T00:09:52Z,2020-12-22T00:09:52Z,0,Itachi best character
@williethakid4794,2020-12-21T22:43:18Z,2020-12-21T22:43:18Z,0,Yes sirr
@wassimop7,2020-12-21T21:09:48Z,2020-12-21T21:09:48Z,6,Sasuke  madara
@user-gy9sy3gk3p,2020-12-21T20:45:13Z,2020-12-21T20:45:13Z,1,in the end only 3 akatsuki members and that itachi oh the 1st place nagato or pain lmao and fuckin sasori omg im crying sasori one of my fav
@hello-ms3xv,2020-12-21T18:53:38Z,2020-12-21T18:53:38Z,1,As you can see here this is the sasuke simps doing 151
@artemanosov8351,2020-12-21T18:34:41Z,2020-12-21T18:34:41Z,0,Watafuk albeit for a short time but tenten was the most popular
@kenmausisa3742,2020-12-21T18:24:20Z,2020-12-21T18:24:20Z,0,Why sakura at the top Sakura searchesWhy is sakura SO FUCKING USELESS
@user-bp7gm6bw7t,2020-12-21T18:18:09Z,2020-12-21T18:18:09Z,0,Sakura
@yazuki7922,2020-12-21T17:40:05Z,2020-12-21T17:40:05Z,0,Let me tell you one thing SaKuRa is useless
@itachiuch4312,2020-12-21T17:09:43Z,2020-12-21T17:09:43Z,0,Sakura seriously
@tristanpuerta2851,2020-12-21T16:13:27Z,2020-12-21T16:13:27Z,1,is borutos dad top of the list at any point
@andrewv2238,2020-12-21T14:22:19Z,2020-12-21T14:22:19Z,1,Itachi gana
@anushkabanerjee2317,2020-12-21T13:29:27Z,2020-12-21T13:29:27Z,1,Most favorite characters after Naruto  Tsunade ItachiKakashiPervy  sage
@Mr.Cortisol,2020-12-21T10:11:42Z,2020-12-21T10:11:42Z,0,At last itachi uchiha was on top
@anikethsutradhar5540,2020-12-21T09:30:12Z,2020-12-21T09:30:12Z,0,Itachi 
@PotentialGaming,2020-12-21T08:27:14Z,2020-12-21T08:27:14Z,0,bruh 2004 and theres searches of Nagato  bs
@suma2903,2020-12-21T07:54:49Z,2020-12-21T07:54:49Z,0,Itachi is still really strong boy
@mudoglavacmarsevic9180,2020-12-21T06:09:44Z,2020-12-21T06:09:44Z,0,OROCHIMARU FAN AM I 
@abhinavmartolia8999,2020-12-21T05:55:17Z,2020-12-21T05:55:17Z,1,Its fuckin us who made TENTEN got searched a lot cuz whenever try to spoil the story everyone starts writing her name xd
@abhinavmartolia8999,2020-12-21T05:52:51Z,2020-12-21T05:52:51Z,1,Where the hell was our MIGHT GUY
@sonofthesun8543,2020-12-21T05:05:22Z,2020-12-21T05:05:22Z,0,Of course Mr pico second one shot tsukuyomi gg and one shot totska blade gg is first   itachi solos the whole verse unless you have sage of six paths powers and even then its debatable because of his yata mirror and totska and various genjutsu  kishimoto clearly gave him the biggest dick in the whole verse 
@haikalzuhaimi7144,2020-12-21T03:37:05Z,2020-12-21T03:37:05Z,0,Tsunade
@thedog7815,2020-12-21T03:07:54Z,2020-12-21T03:07:54Z,0,Its my area here
@jacksonmurphy3556,2020-12-21T02:00:54Z,2020-12-21T02:00:54Z,0,Bro tenten was at the top lmao and madras was for like a split second
@xenotrpn128,2020-12-21T01:22:04Z,2020-12-21T01:22:04Z,2,Me how did Sakura get ont he top
@aggressivepianonoises813,2020-12-20T23:52:29Z,2020-12-20T23:52:29Z,3782,Itachi clutching first place at the last second Sorry Sasuke maybe some other time
@EuniceLoisDBIAS,2020-12-20T23:39:57Z,2020-12-20T23:39:57Z,0,ITACHI
@jeeru6178,2020-12-20T23:06:53Z,2020-12-20T23:06:53Z,0,obito didnt got the chance to be on top even tho he got trending on twitter at one time tobi obito
@emilianogonzalez2753,2020-12-20T22:56:07Z,2020-12-20T22:56:07Z,0,4k
@Str0be0wl,2020-12-20T22:09:02Z,2020-12-20T22:09:02Z,20,My man Sasori got the least screen time and still made it on there
@essersr-7138,2020-12-20T22:05:05Z,2020-12-20T22:05:45Z,1,Was I the only one to just follow Rock Lees bar 
@thestatic,2020-12-20T21:31:41Z,2020-12-20T21:31:41Z,0,no hashirama or tobirama sad
@Esmliz,2020-12-20T21:29:45Z,2020-12-20T21:29:45Z,0,olle tengo una pregunta porque aparece nagato con la foto de pain 
@realina9857,2020-12-20T21:29:07Z,2020-12-20T21:29:07Z,0,Ayyyy kakashi be goin at it
@miraculousladybugultimatek6423,2020-12-20T21:20:08Z,2020-12-20T21:20:08Z,0,I like how TenTen is 2nd at the beginning
@ADinHDLive,2020-12-20T20:02:21Z,2020-12-20T20:02:21Z,52,Why was I expecting Naruto Uchiha to fly up the list 
@sanssetto,2020-12-20T19:49:56Z,2020-12-20T19:49:56Z,0,Orochimaru was at the top for a long time wtf he is doing  there
@zorojuro4662,2020-12-20T19:42:19Z,2020-12-20T19:42:19Z,55,Yall Sakura is pretty high on the leader board coz of the memes
@DaBiggest6ixxx,2020-12-20T19:33:51Z,2020-12-20T19:33:51Z,0,Its Sad The Reason Gaara was up there RIP to that young child 
@ParthaPratimPatra-bv8kh,2020-12-20T18:19:39Z,2020-12-20T18:19:39Z,1,Itachi fan club
@isaacthomson7065,2020-12-20T17:34:52Z,2020-12-20T17:34:52Z,0,why is sakura always top 5 wtf
@mechatech9897,2020-12-20T16:20:50Z,2020-12-20T16:20:50Z,1,I had just kept my gaze on Rock Lee Hes trying his best but damn those Ninjutsu users
@kisamehoshigaki8917,2020-12-20T16:05:37Z,2020-12-20T16:05:37Z,182,My partner itachi is on number one and Im not even have fan enough to be in list
@demarcuspoop980,2020-12-20T16:03:22Z,2020-12-20T16:03:22Z,6,158 Madara just said lemme just fly real quick
@kisamehoshigaki8917,2020-12-20T16:00:40Z,2020-12-20T16:00:40Z,0,Sad
@ritesh7120,2020-12-20T15:17:43Z,2020-12-20T15:18:26Z,0,1naruto2kakashi3itachi4sasuke5gaara6shikamaru7orochi mari8nagato9might guy10madara or rock lee This is my top 10
@expectous9235,2020-12-20T15:11:12Z,2020-12-20T15:11:12Z,1,end is always perfect
@joobytv719,2020-12-20T15:06:11Z,2020-12-20T15:06:11Z,1,Im sure that ppl searched up Sakura just to ask why is Sakura useless
@parthibbiswas7799,2020-12-20T14:43:05Z,2020-12-20T14:43:05Z,0,I like jirayai sensei
@fernanfieltran9488,2020-12-20T14:35:35Z,2020-12-20T14:35:35Z,1,Gano el dios itachi 
@denismike4955,2020-12-20T14:20:42Z,2020-12-20T14:20:42Z,1,How did SAKURA WAS ON TOP BEFORE
@olli_h9310,2020-12-20T14:10:46Z,2020-12-20T14:10:46Z,0,Im suprised naruto and sasuke werent desteroying the chart
@arielzacan1995,2020-12-20T14:08:06Z,2020-12-20T14:08:06Z,1,saske es el megor
@Katakuri833,2020-12-20T14:07:36Z,2020-12-20T14:07:36Z,154,Its nice to see that my boy Rock Lee is so far above even though he was only a side character in Shippuden
@Yes-nn4be,2020-12-20T13:57:47Z,2020-12-20T13:57:47Z,911,Me sitting there waiting for Itachi to reach the top 
@h8crimmeh389,2020-12-20T13:40:34Z,2020-12-20T13:40:34Z,2,Im really surprised by the result of Sakura and Tsunade I thought everyone hated Sakura and didnt really appreciate Tsunade Not complaining Tsunade Kakuzu Itachi and 2nd Mizukage are my  my favourites
@ilio1335,2020-12-20T13:08:36Z,2020-12-20T13:08:58Z,6,I just ended watching episode 80 in Naruto and my fav is Gaara
@motachi7323,2020-12-20T13:01:34Z,2020-12-20T13:01:34Z,39,Im just glad Neji name was literally on the screen the whole time he ma fav
@AREKUSensei,2020-12-20T12:48:19Z,2020-12-20T12:48:19Z,0,My Naruto favourite character of all time is PAIN
@bobbabushka4413,2020-12-20T10:51:49Z,2020-12-20T10:51:49Z,0,i bet half of these searches were from people searching up fan fics and smut
@manojsonkusare224,2020-12-20T10:38:16Z,2020-12-20T10:38:16Z,0,Kakashi 
@tahagpoo_d5006,2020-12-20T10:19:17Z,2020-12-20T10:19:17Z,0,900k like sakuraAll STFU
@ivanruf8803,2020-12-20T10:00:52Z,2020-12-20T10:00:52Z,19,There are two reasons why Tsunade was on the list
@hellnah6466,2020-12-20T09:45:08Z,2020-12-20T09:45:08Z,0,Who tf was still doing research on Sasori is 2018
@birzarrap9732,2020-12-20T09:15:07Z,2020-12-20T09:15:15Z,1,Itachi  Les Falta Odio
